orfname, Ka, Ks, Ka/Ks 
YLR449W,0.073,0.44,0.165
YLR451W,,,
YLR452C,,,
YLR453C,0.254,0.598,0.425
YLR455W,,,
YLR456W,0.117,0.519,0.226
YLR457C,0.113,0.524,0.215
YLR459W,,,
YML001W,0.009,0.325,0.027
YML002W,,,
YML004C,,,
YML005W,0.144,0.649,0.222
YML006C,0.098,0.547,0.179
YML007W,0.105,0.572,0.184
YML008C,,,
YML009C,0.006,0.721,0.008
YML010W,0.037,0.482,0.076
YML012W,0.041,0.443,0.092
YML013W,,,
YML014W,,,
YML015C,0.041,0.53,0.078
YML017W,,,
YML018C,0.054,0.458,0.119
YML019W,0.098,0.537,0.182
YML020W,0.075,0.561,0.134
YML021C,,,
YML022W,,,
YML023C,,,
YML027W,,,
YML028W,0.012,0.294,0.04
YML029W,0.089,0.526,0.17
YML030W,0.008,0.553,0.014
YML031W,0.077,0.488,0.158
YML035C,0.025,0.469,0.054
YML037C,0.191,0.493,0.388
YML038C,0.099,0.586,0.168
YML041C,0.034,0.63,0.055
YML042W,,,
YML043C,0.117,0.474,0.248
YML046W,,,
YML047C,,,
YML048W,0.04,0.472,0.084
YML050W,,,
YML051W,,,
YML052W,,,
YML053C,,,
YML054C,0.038,0.493,0.077
YML055W,0.083,0.705,0.117
YML058W,,,
YML060W,0.086,0.42,0.205
YML061C,0.058,0.541,0.107
YML062C,0.121,0.458,0.264
YML063W,   ,0.111,    
YML064C,0.023,0.421,0.055
YML065W,,,
YML066C,0.061,0.473,0.13
YML068W,0.138,0.51,0.272
YML069W,0.015,0.518,0.029
YML070W,0.034,0.527,0.064
YML071C,0.188,0.654,0.287
YML072C,0.055,0.513,0.108
YML074C,0.04,0.456,0.087
YML075C,0.035,0.451,0.077
YML076C,0.09,0.507,0.177
YML077W,0.017,0.499,0.035
YML078W,0.016,0.457,0.035
YML079W,0.064,0.48,0.133
YML081W,,,
YML082W,0.037,0.596,0.062
YML083C,0.134,0.704,0.19
YML086C,0.03,0.493,0.061
YML087C,0.054,0.53,0.103
YML088W,0.084,0.49,0.172
YML091C,,,
YML092C,0.008,0.405,0.019
YML093W,0.075,0.53,0.141
YML095C,0.065,0.489,0.133
YML096W,,,
YML097C,0.106,0.54,0.195
YML098W,0.052,0.521,0.1
YML099C,0.064,0.605,0.106
YML100W,0.027,0.616,0.044
YML101C,0.138,0.465,0.296
YML102W,0.091,0.665,0.137
YML103C,0.091,0.538,0.17
YML105C,0.043,0.489,0.087
YML106W,,,
YML108W,0.052,0.519,0.101
YML109W,0.145,0.513,0.283
YML110C,0.036,0.481,0.075
YML111W,,,
YML112W,0.069,0.714,0.097
YML113W,0.093,0.479,0.194
YML114C,0.096,0.528,0.182
YML115C,,,
YML116W,0.067,0.561,0.12
YML117W,,,
YML118W,,,
YML119W,0.146,0.618,0.237
YML120C,0.013,0.522,0.026
YML121W,0.021,0.703,0.03
YML123C,0.044,0.355,0.123
YML125C,0.039,0.443,0.087
YML127W,0.033,0.617,0.054
YML128C,,,
YML129C,0,0.655,0
YML130C,,,
YML131W,,,
YMR001C,0.016,0.408,0.039
YMR002W,0.043,0.531,0.08
YMR003W,0.233,0.608,0.384
YMR004W,0.084,0.52,0.16
YMR005W,0.071,0.53,0.134
YMR006C,0.05,0.462,0.109
YMR008C,0.048,0.486,0.099
YMR009W,,,
YMR010W,0.036,0.467,0.077
YMR011W,0.02,0.344,0.058
YMR012W,,,
YMR013C,,,
YMR014W,,,
YMR015C,0.01,0.379,0.025
YMR016C,0.133,0.573,0.232
YMR017W,0.184,0.561,0.327
YMR018W,,,
YMR020W,,,
YMR021C,0.073,0.533,0.137
YMR022W,,,
YMR023C,,,
YMR025W,,,
YMR026C,0.134,0.511,0.263
YMR028W,0.098,0.517,0.191
YMR029C,,,
YMR030W,0.128,0.495,0.258
YMR031C,,,
YMR032W,0.075,0.458,0.164
YMR034C,0.056,0.53,0.106
YMR035W,0.062,0.594,0.105
YMR036C,0.101,0.51,0.199
YMR037C,0.096,0.497,0.193
YMR038C,,,
YMR039C,,,
YMR040W,,,
YMR042W,0.174,0.528,0.33
YMR043W,0.04,0.635,0.063
YMR044W,0.13,0.602,0.216
YMR047C,0.111,0.668,0.167
YMR048W,0.206,0.504,0.41
YMR052W,,,
YMR053C,0.079,0.513,0.155
YMR054W,,,
YMR055C,0.015,0.603,0.024
YMR056C,0.033,0.565,0.059
YMR058W,0.027,0.497,0.053
YMR059W,,,
YMR060C,0.137,0.596,0.23
YMR061W,0.041,0.393,0.105
YMR062C,0.033,0.536,0.062
YMR063W,0.058,0.656,0.088
YMR066W,0.147,0.576,0.255
YMR067C,0.154,0.526,0.293
YMR069W,,,
YMR070W,,,
YMR072W,0.069,0.49,0.14
YMR073C,0.082,0.441,0.186
YMR074C,,,
YMR075W,,,
YMR076C,,,
YMR077C,0.112,0.653,0.172
YMR078C,0.104,0.603,0.173
YMR080C,0.021,0.48,0.043
YMR081C,0.114,0.531,0.214
YMR083W,,,
YMR086W,0.217,0.527,0.411
YMR087W,0.068,0.543,0.125
YMR088C,0.039,0.52,0.075
YMR089C,,,
YMR090W,,,
YMR091C,,,
YMR092C,0.07,0.578,0.122
YMR093W,0.027,0.56,0.048
YMR094W,0.111,0.472,0.236
YMR095C,0.123,0.47,0.262
YMR096W,0.045,0.616,0.073
YMR097C,,,
YMR098C,0.203,0.577,0.351
YMR099C,0.04,0.523,0.077
YMR100W,0.072,0.586,0.123
YMR101C,,,
YMR102C,,,
YMR104C,0.042,0.649,0.065
YMR105C,,,
YMR107W,,,
YMR108W,,,
YMR110C,,,
YMR111C,,,
YMR112C,,,
YMR113W,,,
YMR114C,0.139,0.713,0.194
YMR115W,0.069,0.57,0.121
YMR117C,,,
YMR118C,0.177,0.557,0.318
YMR119W,0.134,0.554,0.241
YMR121C,,,
YMR123W,,,
YMR124W,,,
YMR127C,,,
YMR128W,,,
YMR131C,,,
YMR132C,,,
YMR135C,0.086,0.637,0.135
YMR136W,,,
YMR137C,,,
YMR138W,,,
YMR139W,,,
YMR140W,,,
YMR144W,0.099,0.511,0.193
YMR145C,0.029,0.48,0.06
YMR146C,,,
YMR148W,0.064,0.494,0.13
YMR149W,0.11,0.521,0.211
YMR150C,0.053,0.699,0.076
YMR152W,0.074,0.653,0.113
YMR153W,0.153,0.514,0.298
YMR156C,,,
YMR157C,0.148,0.587,0.252
YMR158W,0.041,0.49,0.084
YMR160W,0.083,0.541,0.153
YMR161W,0.016,0.412,0.039
YMR164C,,,
YMR165C,,,
YMR166C,,,
YMR167W,0.102,0.588,0.173
YMR168C,,,
YMR169C,,,
YMR171C,,,
YMR173W,0.07,0.912,0.077
YMR174C,0.145,1.182,0.123
YMR175W,0.074,1.019,0.073
YMR176W,,,
YMR177W,,,
YMR178W,0.045,0.545,0.083
YMR179W,,,
YMR180C,,,
YMR181C,0.053,0.472,0.112
YMR182C,0.065,0.34,0.19
YMR183C,0.015,0.567,0.026
YMR184W,,,
YMR186W,,,
YMR187C,,,
YMR188C,0.054,0.494,0.108
YMR189W,0.053,0.495,0.107
YMR190C,,,
YMR192W,0.19,0.497,0.381
YMR193W,0.086,0.479,0.18
YMR195W,0.161,0.552,0.293
YMR196W,0.026,0.524,0.049
YMR197C,0.035,0.394,0.088
YMR198W,0.131,0.496,0.264
YMR199W,0.033,0.435,0.076
YMR200W,0.057,0.428,0.133
YMR202W,0.04,0.348,0.113
YMR203W,0.008,0.35,0.022
YMR204C,0.138,0.521,0.264
YMR205C,,,
YMR206W,0.127,0.6,0.212
YMR208W,0.05,0.624,0.08
YMR210W,,,
YMR211W,0.106,0.499,0.212
YMR212C,0.055,0.418,0.131
YMR213W,0.147,0.611,0.241
YMR215W,,,
YMR216C,,,
YMR217W,,,
YMR218C,,,
YMR220W,,,
YMR221C,,,
YMR222C,,,
YMR223W,0.051,0.531,0.095
YMR224C,0.086,0.499,0.172
YMR227C,0.078,0.609,0.127
YMR228W,0.064,0.459,0.139
YMR229C,,,
YMR231W,,,
YMR232W,0.095,0.539,0.177
YMR233W,0.117,0.434,0.269
YMR234W,,,
YMR235C,0.036,0.561,0.064
YMR236W,0.038,0.866,0.044
YMR237W,,,
YMR238W,0.037,0.499,0.075
YMR239C,,,
YMR240C,0.176,0.57,0.309
YMR241W,0.017,0.35,0.048
YMR243C,,,
YMR244W,0.047,0.673,0.07
YMR246W,,,
YMR247C,0.134,0.514,0.261
YMR250W,0.035,0.53,0.066
YMR252C,0.075,0.592,0.127
YMR253C,,,
YMR255W,0.168,0.564,0.298
YMR256C,,,
YMR257C,0.12,0.507,0.237
YMR258C,,,
YMR259C,,,
YMR260C,   ,0.241,    
YMR261C,,,
YMR262W,,,
YMR263W,0.07,0.56,0.125
YMR264W,,,
YMR266W,0.095,0.717,0.132
YMR267W,0.114,0.456,0.251
YMR270C,0.072,0.486,0.148
YMR271C,,,
YMR272C,,,
YMR273C,0.157,0.511,0.308
YMR274C,0.076,0.532,0.142
YMR275C,0.062,0.507,0.122
YMR276W,0.041,0.485,0.085
YMR277W,0.02,0.433,0.047
YMR278W,0.079,0.47,0.167
YMR279C,,,
YMR280C,0.089,0.604,0.148
YMR281W,0.134,0.583,0.229
YMR282C,,,
YMR284W,,,
YMR285C,,,
YMR286W,0.096,0.583,0.165
YMR287C,0.093,0.61,0.153
YMR288W,0.064,0.503,0.128
YMR290C,0.021,0.474,0.045
YMR291W,0.03,0.567,0.054
YMR293C,0.09,0.648,0.138
YMR294W,,,
YMR295C,0.019,0.372,0.052
YMR296C,0.027,0.494,0.054
YMR297W,0.015,0.451,0.034
YMR298W,0.026,0.597,0.044
YMR299C,0.19,0.549,0.346
YMR300C,0.004,0.406,0.009
YMR301C,,,
YMR302C,0.03,0.557,0.055
YMR303C,0.03,0.543,0.055
YMR307W,,,
YMR308C,0.023,0.459,0.05
YMR309C,0.021,0.438,0.047
YMR310C,0.088,0.598,0.148
YMR311C,0.065,0.551,0.118
YMR312W,0.101,0.61,0.165
YMR313C,0.041,0.51,0.079
YMR314W,0.021,0.396,0.053
YMR315W,0.052,0.481,0.108
YMR316W,0.17,0.543,0.313
YMR317W,0.485,0.845,0.574
YMR318C,0.034,0.54,0.063
YMR319C,0.05,0.558,0.089
YMR325W,0.035,0.543,0.064
YNL145W,0.068,0.997,0.068
YNL146W,,,
YNL148C,,,
YNL149C,,,
YNL151C,0.027,0.509,0.053
YNL152W,,,
YNL153C,0.055,0.418,0.131
YNL154C,,,
YNL155W,0.135,0.564,0.24
YNL156C,0.047,0.415,0.112
YNL157W,0.054,0.598,0.091
YNL158W,0.201,0.673,0.298
YNL159C,0.111,0.52,0.214
YNL160W,0.059,0.482,0.122
YNL161W,0.026,0.507,0.05
YNL163C,0.056,0.505,0.111
YNL164C,0.089,0.438,0.202
YNL165W,0.088,0.601,0.146
YNL166C,0.21,0.575,0.366
YNL167C,0.117,0.621,0.188
YNL168C,0.069,0.596,0.116
YNL169C,0.042,0.511,0.083
YNL173C,0.183,0.685,0.267
YNL175C,,,
YNL176C,,,
YNL177C,0.073,0.408,0.18
YNL178W,   ,0.119,    
YNL180C,0.075,0.45,0.166
YNL181W,,,
YNL182C,0.091,0.59,0.155
YNL183C,0.032,0.462,0.069
YNL185C,0.043,0.462,0.092
YNL186W,,,
YNL187W,0.187,0.544,0.343
YNL188W,,,
YNL189W,,,
YNL190W,0.014,0.389,0.035
YNL191W,,,
YNL192W,0.056,0.469,0.12
YNL193W,0.111,0.487,0.227
YNL194C,0.077,0.689,0.112
YNL197C,,,
YNL199C,0.051,0.507,0.101
YNL200C,,,
YNL201C,,,
YNL202W,,,
YNL204C,,,
YNL206C,0.091,0.655,0.139
YNL207W,0.036,0.593,0.061
YNL209W,0.002,0.148,0.015
YNL210W,,,
YNL212W,0.061,0.517,0.117
YNL213C,,,
YNL214W,,,
YNL215W,,,
YNL216W,0.07,0.59,0.119
YNL217W,0.074,0.532,0.139
YNL218W,,,
YNL219C,0.048,0.475,0.102
YNL220W,0.009,0.377,0.024
YNL221C,0.104,0.603,0.173
YNL222W,0.022,0.192,0.114
YNL224C,,,
YNL225C,,,
YNL227C,,,
YNL230C,,,
YNL232W,0.099,0.588,0.168
YNL233W,0.162,0.546,0.296
YNL234W,,,
YNL236W,,,
YNL237W,,,
YNL240C,,,
YNL241C,0.019,0.393,0.05
YNL242W,,,
YNL243W,0.025,0.577,0.044
YNL244C,,,
YNL245C,0.125,0.64,0.195
YNL247W,0.041,0.516,0.079
YNL248C,0.023,0.454,0.05
YNL250W,,,
YNL251C,0.029,0.434,0.068
YNL252C,0.113,0.632,0.179
YNL253W,0.089,0.572,0.155
YNL255C,0.008,0.348,0.024
YNL257C,,,
YNL258C,0.141,0.512,0.276
YNL259C,0.031,0.46,0.067
YNL261W,0.057,0.554,0.103
YNL263C,,,
YNL264C,,,
YNL267W,0.051,0.553,0.092
YNL268W,0.047,0.661,0.07
YNL270C,,,
YNL272C,0.126,0.475,0.265
YNL273W,,,
YNL274C,0.056,0.874,0.065
YNL275W,0.065,0.609,0.107
YNL277W,0.036,0.659,0.055
YNL278W,,,
YNL279W,,,
YNL280C,,,
YNL281W,,,
YNL282W,,,
YNL283C,,,
YNL286W,0.192,0.604,0.318
YNL288W,0.047,0.482,0.097
YNL289W,0.025,0.508,0.049
YNL290W,0.028,0.521,0.054
YNL291C,,,
YNL292W,0.049,0.616,0.08
YNL293W,0.053,0.475,0.112
YNL294C,0.098,0.628,0.156
YNL295W,,,
YNL297C,0.061,0.505,0.121
YNL298W,0.052,0.535,0.098
YNL300W,0.102,0.892,0.114
YNL304W,0.055,0.648,0.085
YNL305C,,,
YNL306W,0.082,0.648,0.127
YNL307C,,,
YNL308C,0.07,0.571,0.122
YNL311C,0.059,0.568,0.104
YNL313C,0.064,0.521,0.122
YNL314W,0.067,0.639,0.106
YNL315C,0.077,0.581,0.133
YNL317W,0.022,0.525,0.043
YNL318C,,,
YNL320W,0.038,0.402,0.094
YNL321W,0.033,0.577,0.058
YNL322C,,,
YNL323W,0.033,0.588,0.056
YNL325C,0.054,0.543,0.1
YNL326C,,,
YNL327W,0.234,0.679,0.345
YNL328C,0.047,0.579,0.08
YNL329C,0.106,0.546,0.193
YNL330C,0.008,0.467,0.018
YNL331C,0.057,0.567,0.101
YNL332W,,,
YNL333W,,,
YNL334C,,,
YNL335W,,,
